Sno,Date,Time,State/UnionTerritory,ConfirmedIndianNational,ConfirmedForeignNational,Cured,Deaths,Confirmed,Active,Population Density,Urban Population,Rural Population,Y1_New_Confirmed,Y2_New_Cured,Y3_New_Deaths
366,26/03/20,6:00 PM,Andaman and Nicobar Islands,1,0,0,0,1,1,46,143488,237093,0,0,0
393,27/03/20,10:00 AM,Andaman and Nicobar Islands,1,0,0,0,1,1,46,143488,237093,5,0,0
421,28/03/20,6:00 PM,Andaman and Nicobar Islands,6,0,0,0,6,6,46,143488,237093,3,0,0
448,29/03/20,7:30 PM,Andaman and Nicobar Islands,-,-,0,0,9,9,46,143488,237093,0,0,0
475,30/03/20,9:30 PM,Andaman and Nicobar Islands,-,-,0,0,9,9,46,143488,237093,1,0,0
503,31/03/20,8:30 PM,Andaman and Nicobar Islands,-,-,0,0,10,10,46,143488,237093,0,0,0
531,01/04/20,7:30 PM,Andaman and Nicobar Islands,-,-,0,0,10,10,46,143488,237093,0,0,0
560,02/04/20,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,10,46,143488,237093,0,0,0
589,03/04/20,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,10,46,143488,237093,0,0,0
620,04/04/20,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,10,46,143488,237093,0,0,0
650,05/04/20,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,10,46,143488,237093,0,0,0
680,06/04/20,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,10,46,143488,237093,0,0,0
710,07/04/20,6:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,10,46,143488,237093,0,0,0
741,08/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,10,10,46,143488,237093,1,0,0
772,09/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11,11,46,143488,237093,0,0,0
803,10/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11,11,46,143488,237093,0,0,0
834,11/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,0,0,11,11,46,143488,237093,0,10,0
865,12/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,1,46,143488,237093,0,0,0
896,13/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,1,46,143488,237093,0,0,0
928,14/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,1,46,143488,237093,0,0,0
960,15/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,1,46,143488,237093,0,0,0
993,16/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,1,46,143488,237093,0,0,0
1026,17/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,10,0,11,1,46,143488,237093,1,1,0
1059,18/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,12,1,46,143488,237093,2,0,0
1092,19/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,14,3,46,143488,237093,1,0,0
1125,20/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,15,4,46,143488,237093,1,0,0
1158,21/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,16,5,46,143488,237093,1,0,0
1191,22/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,17,6,46,143488,237093,1,0,0
1223,23/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,18,7,46,143488,237093,4,0,0
1255,24/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,22,11,46,143488,237093,5,0,0
1287,25/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,27,16,46,143488,237093,6,0,0
1319,26/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33,22,46,143488,237093,0,0,0
1351,27/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33,22,46,143488,237093,0,0,0
1383,28/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,11,0,33,22,46,143488,237093,0,4,0
1415,29/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33,18,46,143488,237093,0,0,0
1447,30/04/20,5:00 PM,Andaman and Nicobar Islands,-,-,15,0,33,18,46,143488,237093,0,1,0
1479,01/05/20,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33,17,46,143488,237093,0,0,0
1511,02/05/20,5:00 PM,Andaman and Nicobar Islands,-,-,16,0,33,17,46,143488,237093,0,1,0
1543,03/05/20,5:00 PM,Andaman and Nicobar Islands,-,-,17,0,33,16,46,143488,237093,0,15,0
1575,04/05/20,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33,1,46,143488,237093,0,0,0
1607,05/05/20,5:00 PM,Andaman and Nicobar Islands,-,-,32,0,33,1,46,143488,237093,0,0,0
1639,06/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,32,0,33,1,46,143488,237093,0,0,0
1672,07/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,32,0,33,1,46,143488,237093,0,1,0
1705,08/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
1738,09/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
1771,10/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
1804,11/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
1837,12/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
1870,13/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
1903,14/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
1936,15/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
1969,16/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2002,17/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2035,18/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2068,19/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2101,20/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2135,21/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2169,22/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2203,23/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2237,24/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2272,25/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2307,26/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2343,27/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2379,28/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2415,29/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2451,30/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2487,31/05/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2523,01/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2559,02/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2595,03/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2631,04/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2667,05/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2703,06/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2739,07/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2775,08/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2811,09/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,0,0,0
2847,10/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,33,0,46,143488,237093,1,0,0
2883,11/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,34,1,46,143488,237093,4,0,0
2920,12/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,38,5,46,143488,237093,0,0,0
2956,13/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,38,5,46,143488,237093,0,0,0
2992,14/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,38,5,46,143488,237093,0,0,0
3028,15/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,38,5,46,143488,237093,3,0,0
3064,16/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,41,8,46,143488,237093,3,0,0
3100,17/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,44,11,46,143488,237093,0,0,0
3136,18/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,44,11,46,143488,237093,0,0,0
3172,19/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,33,0,44,11,46,143488,237093,1,2,0
3208,20/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,35,0,45,10,46,143488,237093,2,1,0
3244,21/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,36,0,47,11,46,143488,237093,1,1,0
3280,22/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,37,0,48,11,46,143488,237093,0,0,0
3316,23/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,37,0,48,11,46,143488,237093,2,3,0
3352,24/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,40,0,50,10,46,143488,237093,6,3,0
3388,25/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,43,0,56,13,46,143488,237093,3,0,0
3424,26/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,43,0,59,16,46,143488,237093,13,0,0
3460,27/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,43,0,72,29,46,143488,237093,0,0,0
3496,28/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,43,0,72,29,46,143488,237093,4,2,0
3532,29/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,45,0,76,31,46,143488,237093,14,1,0
3568,30/06/20,8:00 AM,Andaman and Nicobar Islands,-,-,46,0,90,44,46,143488,237093,7,4,0
3604,01/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,50,0,97,47,46,143488,237093,3,0,0
3640,02/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,50,0,100,50,46,143488,237093,9,1,0
3676,03/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,51,0,109,58,46,143488,237093,7,3,0
3712,04/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,54,0,116,62,46,143488,237093,3,12,0
3748,05/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,66,0,119,53,46,143488,237093,6,6,0
3784,06/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,72,0,125,53,46,143488,237093,16,2,0
3820,07/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,74,0,141,67,46,143488,237093,6,1,0
3856,08/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,75,0,147,72,46,143488,237093,2,2,0
3892,09/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,77,0,149,72,46,143488,237093,2,6,0
3928,10/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,83,0,151,68,46,143488,237093,5,9,0
3964,11/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,92,0,156,64,46,143488,237093,7,1,0
4000,12/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,93,0,163,70,46,143488,237093,0,0,0
4036,13/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,93,0,163,70,46,143488,237093,3,16,0
4072,14/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,109,0,166,57,46,143488,237093,0,0,0
4108,15/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,109,0,166,57,46,143488,237093,10,21,0
4144,16/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,130,0,176,46,46,143488,237093,4,3,0
4180,17/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,133,0,180,47,46,143488,237093,14,9,0
4216,18/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,142,0,194,52,46,143488,237093,4,3,0
4252,19/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,145,0,198,53,46,143488,237093,5,0,0
4287,20/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,145,0,203,58,46,143488,237093,4,7,0
4322,21/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,152,0,207,55,46,143488,237093,5,7,0
4357,22/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,159,0,212,53,46,143488,237093,9,4,0
4392,23/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,163,0,221,58,46,143488,237093,19,7,0
4427,24/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,170,0,240,70,46,143488,237093,19,4,0
4462,25/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,174,0,259,85,46,143488,237093,31,2,0
4497,26/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,176,0,290,114,46,143488,237093,34,6,0
4532,27/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,182,0,324,142,46,143488,237093,14,10,1
4567,28/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,192,1,338,145,46,143488,237093,25,4,0
4602,29/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,196,1,363,166,46,143488,237093,65,5,1
4637,30/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,201,2,428,225,46,143488,237093,43,0,2
4672,31/07/20,8:00 AM,Andaman and Nicobar Islands,-,-,201,4,471,266,46,143488,237093,77,13,1
4707,01/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,214,5,548,329,46,143488,237093,88,12,2
4742,02/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,226,7,636,403,46,143488,237093,98,16,1
4777,03/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,242,8,734,484,46,143488,237093,96,21,2
4812,04/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,263,10,830,557,46,143488,237093,98,14,2
4847,05/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,277,12,928,639,46,143488,237093,99,49,2
4882,06/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,326,14,1027,687,46,143488,237093,96,29,2
4917,07/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,355,16,1123,752,46,143488,237093,99,70,3
4952,08/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,425,19,1222,778,46,143488,237093,129,75,1
4987,09/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,500,20,1351,831,46,143488,237093,139,148,0
5022,10/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,648,20,1490,822,46,143488,237093,135,61,0
5057,11/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,709,20,1625,896,46,143488,237093,139,40,1
5092,12/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,749,21,1764,994,46,143488,237093,136,80,0
5127,13/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,829,21,1900,1050,46,143488,237093,137,95,1
5162,14/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,924,22,2037,1091,46,143488,237093,149,108,2
5197,15/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1032,24,2186,1130,46,143488,237093,120,96,0
5232,16/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1128,24,2306,1154,46,143488,237093,93,98,4
5267,17/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1226,28,2399,1145,46,143488,237093,46,99,1
5302,18/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1325,29,2445,1091,46,143488,237093,84,96,1
5337,19/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1421,30,2529,1078,46,143488,237093,75,108,0
5372,20/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1529,30,2604,1045,46,143488,237093,76,109,1
5407,21/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1638,31,2680,1011,46,143488,237093,67,106,1
5442,22/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1744,32,2747,971,46,143488,237093,61,109,0
5477,23/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1853,32,2808,923,46,143488,237093,52,110,1
5512,24/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,1963,33,2860,864,46,143488,237093,44,129,2
5547,25/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,2092,35,2904,777,46,143488,237093,41,139,2
5582,26/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,2231,37,2945,677,46,143488,237093,40,78,4
5617,27/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,2309,41,2985,635,46,143488,237093,33,65,1
5652,28/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,2374,42,3018,602,46,143488,237093,32,70,0
5687,29/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,2444,42,3050,564,46,143488,237093,31,75,2
5722,30/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,2519,44,3081,518,46,143488,237093,23,67,1
5757,31/08/20,8:00 AM,Andaman and Nicobar Islands,-,-,2586,45,3104,473,46,143488,237093,28,61,1
5792,01/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,2647,46,3132,439,46,143488,237093,28,67,0
5827,02/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,2714,46,3160,400,46,143488,237093,26,44,1
5862,03/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,2758,47,3186,381,46,143488,237093,37,65,1
5897,04/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,2823,48,3223,352,46,143488,237093,34,40,1
5932,05/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,2863,49,3257,345,46,143488,237093,35,41,1
5967,06/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,2904,50,3292,338,46,143488,237093,40,47,0
6002,07/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,2951,50,3332,331,46,143488,237093,27,46,0
6037,08/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,2997,50,3359,312,46,143488,237093,33,38,0
6072,09/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,3035,50,3392,307,46,143488,237093,34,43,1
6107,10/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,3078,51,3426,297,46,143488,237093,39,43,0
6142,11/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,3121,51,3465,293,46,143488,237093,29,36,0
6177,12/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,3157,51,3494,286,46,143488,237093,27,45,0
6212,13/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,3202,51,3521,268,46,143488,237093,25,41,0
6247,14/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,3243,51,3546,252,46,143488,237093,11,35,1
6282,15/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,3278,52,3557,227,46,143488,237093,17,40,0
6317,16/09/20,8:00 AM,Andaman and Nicobar Islands,-,-,3318,52,3574,204,46,143488,237093,19,27,0
122,12/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,1,303,14610410,34966693,0,0,0
135,13/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,1,303,14610410,34966693,0,0,0
148,14/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,1,303,14610410,34966693,0,0,0
149,15/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,1,303,14610410,34966693,0,0,0
163,16/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,1,303,14610410,34966693,0,0,0
178,17/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,1,303,14610410,34966693,0,0,0
193,18/03/20,6:00 PM,Andhra Pradesh,1,0,0,0,1,1,303,14610410,34966693,1,0,0
210,19/03/20,6:00 PM,Andhra Pradesh,2,0,0,0,2,2,303,14610410,34966693,1,0,0
229,20/03/20,6:00 PM,Andhra Pradesh,3,0,0,0,3,3,303,14610410,34966693,0,0,0
249,21/03/20,6:00 PM,Andhra Pradesh,3,0,0,0,3,3,303,14610410,34966693,2,0,0
271,22/03/20,6:00 PM,Andhra Pradesh,5,0,0,0,5,5,303,14610410,34966693,2,0,0
294,23/03/20,6:00 PM,Andhra Pradesh,7,0,0,0,7,7,303,14610410,34966693,1,0,0
317,24/03/20,6:00 PM,Andhra Pradesh,8,0,0,0,8,8,303,14610410,34966693,1,1,0
341,25/03/20,6:00 PM,Andhra Pradesh,9,0,1,0,9,8,303,14610410,34966693,2,0,0
367,26/03/20,6:00 PM,Andhra Pradesh,11,0,1,0,11,10,303,14610410,34966693,1,0,0
394,27/03/20,10:00 AM,Andhra Pradesh,12,0,1,0,12,11,303,14610410,34966693,2,0,0
420,28/03/20,6:00 PM,Andhra Pradesh,14,0,1,0,14,13,303,14610410,34966693,5,0,0
447,29/03/20,7:30 PM,Andhra Pradesh,-,-,1,0,19,18,303,14610410,34966693,4,0,0
474,30/03/20,9:30 PM,Andhra Pradesh,-,-,1,0,23,22,303,14610410,34966693,17,0,0
502,31/03/20,8:30 PM,Andhra Pradesh,-,-,1,0,40,39,303,14610410,34966693,43,0,0
530,01/04/20,7:30 PM,Andhra Pradesh,-,-,1,0,83,82,303,14610410,34966693,3,0,1
559,02/04/20,6:00 PM,Andhra Pradesh,-,-,1,1,86,84,303,14610410,34966693,46,0,0
588,03/04/20,6:00 PM,Andhra Pradesh,-,-,1,1,132,130,303,14610410,34966693,29,0,0
619,04/04/20,6:00 PM,Andhra Pradesh,-,-,1,1,161,159,303,14610410,34966693,29,0,0
649,05/04/20,6:00 PM,Andhra Pradesh,-,-,1,1,190,188,303,14610410,34966693,36,0,2
679,06/04/20,6:00 PM,Andhra Pradesh,-,-,1,3,226,222,303,14610410,34966693,40,0,0
709,07/04/20,6:00 PM,Andhra Pradesh,-,-,1,3,266,262,303,14610410,34966693,39,4,1
740,08/04/20,5:00 PM,Andhra Pradesh,-,-,5,4,305,296,303,14610410,34966693,43,1,0
771,09/04/20,5:00 PM,Andhra Pradesh,-,-,6,4,348,338,303,14610410,34966693,15,1,2
802,10/04/20,5:00 PM,Andhra Pradesh,-,-,7,6,363,350,303,14610410,34966693,18,4,0
833,11/04/20,5:00 PM,Andhra Pradesh,-,-,11,6,381,364,303,14610410,34966693,0,0,0
864,12/04/20,5:00 PM,Andhra Pradesh,-,-,11,6,381,364,303,14610410,34966693,51,0,1
895,13/04/20,5:00 PM,Andhra Pradesh,-,-,11,7,432,414,303,14610410,34966693,41,3,2
927,14/04/20,5:00 PM,Andhra Pradesh,-,-,14,9,473,450,303,14610410,34966693,30,2,0
961,15/04/20,5:00 PM,Andhra Pradesh,-,-,16,9,503,478,303,14610410,34966693,31,4,5
994,16/04/20,5:00 PM,Andhra Pradesh,-,-,20,14,534,500,303,14610410,34966693,38,16,0
1027,17/04/20,5:00 PM,Andhra Pradesh,-,-,36,14,572,522,303,14610410,34966693,31,6,1
1060,18/04/20,5:00 PM,Andhra Pradesh,-,-,42,15,603,546,303,14610410,34966693,0,0,0
1093,19/04/20,5:00 PM,Andhra Pradesh,-,-,42,15,603,546,303,14610410,34966693,119,50,5
1126,20/04/20,5:00 PM,Andhra Pradesh,-,-,92,20,722,610,303,14610410,34966693,35,4,2
1159,21/04/20,5:00 PM,Andhra Pradesh,-,-,96,22,757,639,303,14610410,34966693,56,24,2
1192,22/04/20,5:00 PM,Andhra Pradesh,-,-,120,24,813,669,303,14610410,34966693,82,21,3
1224,23/04/20,5:00 PM,Andhra Pradesh,-,-,141,27,895,727,303,14610410,34966693,60,4,2
1256,24/04/20,5:00 PM,Andhra Pradesh,-,-,145,29,955,781,303,14610410,34966693,106,26,2
1288,25/04/20,5:00 PM,Andhra Pradesh,-,-,171,31,1061,859,303,14610410,34966693,36,60,0
1320,26/04/20,5:00 PM,Andhra Pradesh,-,-,231,31,1097,835,303,14610410,34966693,80,4,0
1352,27/04/20,5:00 PM,Andhra Pradesh,-,-,235,31,1177,911,303,14610410,34966693,82,23,0
1384,28/04/20,5:00 PM,Andhra Pradesh,-,-,258,31,1259,970,303,14610410,34966693,73,29,0
1416,29/04/20,5:00 PM,Andhra Pradesh,-,-,287,31,1332,1014,303,14610410,34966693,71,34,0
1448,30/04/20,5:00 PM,Andhra Pradesh,-,-,321,31,1403,1051,303,14610410,34966693,60,82,2
1480,01/05/20,5:00 PM,Andhra Pradesh,-,-,403,33,1463,1027,303,14610410,34966693,0,0,0
1512,02/05/20,5:00 PM,Andhra Pradesh,-,-,403,33,1463,1027,303,14610410,34966693,120,85,0
1544,03/05/20,5:00 PM,Andhra Pradesh,-,-,488,33,1583,1062,303,14610410,34966693,67,36,3
1576,04/05/20,5:00 PM,Andhra Pradesh,-,-,524,36,1650,1090,303,14610410,34966693,67,65,0
1608,05/05/20,5:00 PM,Andhra Pradesh,-,-,589,36,1717,1092,303,14610410,34966693,0,0,0
1640,06/05/20,8:00 AM,Andhra Pradesh,-,-,589,36,1717,1092,303,14610410,34966693,60,140,0
1673,07/05/20,8:00 AM,Andhra Pradesh,-,-,729,36,1777,1012,303,14610410,34966693,70,51,2
1706,08/05/20,8:00 AM,Andhra Pradesh,-,-,780,38,1847,1029,303,14610410,34966693,40,62,3
1739,09/05/20,8:00 AM,Andhra Pradesh,-,-,842,41,1887,1004,303,14610410,34966693,43,45,3
1772,10/05/20,8:00 AM,Andhra Pradesh,-,-,887,44,1930,999,303,14610410,34966693,50,38,1
1805,11/05/20,8:00 AM,Andhra Pradesh,-,-,925,45,1980,1010,303,14610410,34966693,38,50,0
1838,12/05/20,8:00 AM,Andhra Pradesh,-,-,975,45,2018,998,303,14610410,34966693,72,81,1
1871,13/05/20,8:00 AM,Andhra Pradesh,-,-,1056,46,2090,988,303,14610410,34966693,47,86,1
1904,14/05/20,8:00 AM,Andhra Pradesh,-,-,1142,47,2137,948,303,14610410,34966693,68,50,1
1937,15/05/20,8:00 AM,Andhra Pradesh,-,-,1192,48,2205,965,303,14610410,34966693,102,60,0
1970,16/05/20,8:00 AM,Andhra Pradesh,-,-,1252,48,2307,1007,303,14610410,34966693,48,101,1
2003,17/05/20,8:00 AM,Andhra Pradesh,-,-,1353,49,2355,953,303,14610410,34966693,52,103,1
2036,18/05/20,8:00 AM,Andhra Pradesh,-,-,1456,50,2407,901,303,14610410,34966693,67,96,0
2069,19/05/20,8:00 AM,Andhra Pradesh,-,-,1552,50,2474,872,303,14610410,34966693,58,69,2
2102,20/05/20,8:00 AM,Andhra Pradesh,-,-,1621,52,2532,859,303,14610410,34966693,70,19,1
2136,21/05/20,8:00 AM,Andhra Pradesh,-,-,1640,53,2602,909,303,14610410,34966693,45,69,0
2170,22/05/20,8:00 AM,Andhra Pradesh,-,-,1709,53,2647,885,303,14610410,34966693,62,54,2
2204,23/05/20,8:00 AM,Andhra Pradesh,-,-,1763,55,2709,891,303,14610410,34966693,48,46,1
2238,24/05/20,8:00 AM,Andhra Pradesh,-,-,1809,56,2757,892,303,14610410,34966693,66,47,0
